161.4990234375,161.4990234375,172.265625,214.204126984127,469.89975,465.567,432.06958,74,63,-10
103.359375,103.359375,103.359375,161.77342403628117,232.1866,803.89404,407.8264,74,63,-1
123.046875,123.046875,123.046875,147.56285714285715,883.5745,631.40356,717.6829,70,63,-7
143.5546875,71.77734375,135.99917763157896,242.8110657596372,406.3574,555.7076,559.5563,63,63,-4
83.35433467741936,117.45383522727273,172.265625,162.81832199546486,520.9666,707.57697,562.6373,68,63,-10
92.28515625,172.265625,117.45383522727273,228.35201814058956,306.02725,366.74237,404.86395,57,63,5
129.19921875,129.19921875,89.10290948275862,139.16,934.20355,577.59326,679.91644,65,65,-2
103.359375,198.76802884615384,112.34714673913044,180.65124716553288,369.5175,400.85535,371.20157,62,63,-2
129.19921875,129.19921875,86.1328125,275.3190022675737,331.19904,305.1981,374.87448,61,63,-6
86.1328125,86.1328125,86.1328125,149.04893424036283,298.12033,248.87695,352.12756,64,63,-2
